100559ms
t Pt t 总场 目标 海面 耦合 
28.125 -0 201.74488 -620.3219 -620.3219 0 0
28.15625 -0 201.77613 -595.14331 -595.14331 0 0
28.1875 0 201.80738 928.9263 928.9263 0 0
28.21875 0 201.83863 642.96004 642.96004 0 0
28.25 -0 201.86988 -1236.7589 -1236.7589 0 0
28.28125 -0 201.90113 -596.02225 -596.02225 0 0
28.3125 0 201.93238 1469.9275 1469.9275 0 0
28.34375 0 201.96363 456.39631 456.39631 0 0
28.375 -0 201.99488 -1563.5181 -1563.5181 0 0
28.40625 -0 202.02613 -260.27491 -260.27491 0 0
28.4375 0 202.05738 1490.6109 1490.6109 0 0
28.46875 0 202.08863 62.937959 62.937959 0 0
28.5 -0 202.11988 -1274.809 -1274.809 0 0
28.53125 -0 202.15113 86.329848 86.329848 0 0
28.5625 0 202.18238 978.34708 978.34708 0 0
28.59375 0 202.21363 -163.94252 -163.94252 0 0
28.625 -0 202.24488 -673.71219 -673.71219 0 0
28.65625 -0 202.27613 175.72695 175.72695 0 0
28.6875 0 202.30738 416.08695 416.08695 0 0
28.71875 0 202.33863 -145.92494 -145.92494 0 0
28.75 -0 202.36988 -230.26541 -230.26541 0 0
28.78125 -0 202.40113 101.41904 101.41904 0 0
28.8125 0 202.43238 114.02059 114.02059 0 0
28.84375 0 202.46363 -60.858666 -60.858666 0 0
28.875 -0 202.49488 -50.408952 -50.408952 0 0
28.90625 -0 202.52613 32.02872 32.02872 0 0
28.9375 0 202.55738 19.83335 19.83335 0 0
28.96875 0 202.58863 -14.916654 -14.916654 0 0
29 -0 202.61988 -6.9103486 -6.9103486 0 0
29.03125 -0 202.65113 6.1823835 6.1823835 0 0
29.0625 0 202.68238 2.1153532 2.1153532 0 0
29.09375 0 202.71363 -2.2888208 -2.2888208 0 0
29.125 -0 202.74488 -0.56121931 -0.56121931 0 0
29.15625 -0 202.77613 0.75885893 0.75885893 0 0
29.1875 0 202.80738 0.12570275 0.12570275 0 0
29.21875 0 202.83863 -0.2257386 -0.2257386 0 0
29.25 -0 202.86988 -0.022353473 -0.022353473 0 0
29.28125 -0 202.90113 0.060329707 0.060329707 0 0
29.3125 0 202.93238 0.0025474169 0.0025474169 0 0
29.34375 0 202.96363 -0.014500005 -0.014500005 0 0
